# tmpfile=$(mktemp /tmp/ij-script-XXXX.groovy)
# cat > "$tmpfile" <<'EOF'
# import com.intellij.openapi.actionSystem.ActionManager
# def file = new File("/tmp/ij_actions.txt")
# file.text = ActionManager.getInstance()
#   .getActionIds("")
#   .sort()
#   .join("\n")
# EOF
# rustrover ideScript "$tmpfile"
# cat /tmp/ij_actions.txt
$Copy
CIDR.Debugger.ShowFrameFunctionTemplateArguments
CIDR.Debugger.ShowFrameModuleName
CIDR.Debugger.ShowFunctionReturnValue
CIDR.Debugger.ShowInMemoryView
CIDR.Debugger.ShowMemoryViewInEditor
CIDR.Debugger.ShowRegisters
CIDR.Debugger.ShowTypeTemplateArguments
CIDR.Debugger.ShowTypes
CIDR.Debugger.StopAll
CIDR.Debugger.StripAuxiliaryNamespaces
CIDR.Debugger.SugarizeCxxStlTypes
CIDR.Debugger.ToggleMemoryDocAddresses
CIDR.Debugger.ValueGroup.DataViewSettings
CIDR.Debugger.ValueGroup.DataViewSettings.Popup
CIDR.Debugger.ValueGroup.DataViewSettings.Popup.Wrapper
CIDR.Debugger.ValueGroup.LowLevelExceptionActions.Suppress.Popup
CIDR.Debugger.ValueGroup.LowLevelExceptionActions.Suppress.Popup.Wrapper
CIDR.Debugger.ValueGroup.WatchExpressions
CIDR.Debugger.ViewAsArray
CIDR.Debugger.ViewAsImage
CIDR.Debugger.ViewRawValue
CIDR.Util.Diagnostics
CWMCallSplitButtonAction
CWMCallSplitButtonActionGroup
CWMHostOpenSettingsAction
CWMHostShowPopupAction
CWMManageLicense
CWMOpenSettingsAction
CWMShowPopupActionGroup
CWMTelephonyGroup
CWMToolbarCallActions
CacheRecovery
CallHierarchy
CallHierarchy.BaseOnThisMethod
CallHierarchyPopupMenu
CallInlineCompletionAction
CallLabelAction
CallSaul
CaptureCPUUsageData
CaptureMemorySnapShot
Cargo.AttachCargoProject
Cargo.BuildMenu
Cargo.DetachCargoProject
Cargo.RefreshCargoProject
Cargo.RunCargoCommand
Cargo.RunExternalLinter
Cargo.RustfmtCargoProject
Cargo.RustfmtFile
Cargo.ShowSettings
Cargo.ToggleExternalLinterOnTheFlyAction
ChangeCodeStyleScheme
ChangeColorScheme
ChangeFileEncodingAction
ChangeIdeScale
ChangeInspectionProfile
ChangeKeymap
ChangeLaf
ChangeLineSeparators
ChangeMainMenuModeActionGroup
ChangeProjectColorActionGroup
ChangeScheme
ChangeSignature
ChangeSplitOrientation
ChangeTemplateDataLanguage
ChangeToolWindowLayout
ChangeView
ChangesBrowser.FiltererGroup
ChangesView.AddUnversioned
ChangesView.ApplyPatch
ChangesView.ApplyPatch.LangGroup
ChangesView.ApplyPatchFromClipboard
ChangesView.Browse
ChangesView.Changelists
ChangesView.CommitToolbar
ChangesView.CreatePatch
ChangesView.CreatePatchFromChanges
ChangesView.CreatePatchToClipboard
ChangesView.Edit
ChangesView.EditSource
ChangesView.GroupBy
ChangesView.GroupBy.Directory
ChangesView.GroupBy.Repository
ChangesView.Move
ChangesView.NewChangeList
ChangesView.Refresh
ChangesView.RemoveChangeList
ChangesView.RemoveDeleted
ChangesView.Rename
ChangesView.Revert
ChangesView.RevertFiles
ChangesView.SaveToShelve
ChangesView.SetDefault
ChangesView.Shelve
ChangesView.ShelveSilently
ChangesView.ShowCommitOptions
ChangesView.ShowIgnored
ChangesView.SingleClickPreview
ChangesView.ToggleCommitUi
ChangesView.UnshelveSilently
ChangesView.ViewOptions
ChangesViewPopupMenu
ChangesViewPopupMenuShared
ChangesViewToolbar
Charts.ExportChartToPng
Charts.ShowChartSettings
Charts.ShowSeriesSettings
Charts.Toolbar.Actions
CheckForUpdate
CheckIgnoredAndNotExcludedDirectories
CheckStatusForFiles
CheckSuggestedPlugins
CheckVfsSanity
CheckinFiles
CheckinProject
ChooseDebugConfiguration
ChooseRunConfiguration
ChooseRuntime
ClassNameCompletion
ClearAllNotifications
ClickLink
CloseActiveTab
CloseAllEditors
CloseAllEditorsButActive
CloseAllNotifications
CloseAllProjects
CloseAllReadonly
CloseAllToTheLeft
CloseAllToTheRight
CloseAllUnmodifiedEditors
CloseAllUnpinnedEditors
CloseContent
CloseDiffEditor
CloseEditor
CloseEditorsGroup
CloseFirstNotification
CloseGotItTooltip
CloseOtherProjects
CloseProject
Code.Review.Editor.New.Comment
Code.Review.Editor.Show.Diff
CodeCleanup
CodeCompletion
CodeCompletionGroup
CodeEditorBaseGroup
CodeEditorViewGroup
CodeFloatingToolbar.GotoNextMenu
CodeFloatingToolbar.GotoPrevMenu
CodeFormatGroup
CodeInsightEditorActions
CodeInspection.OnEditor
CodeMenu
CodeVision.ShowMore
CodeVisionToggleAction
CodeWithMeBackendCollectZippedLogs
CodeWithMeBackendReportIssue
CodeWithMeGroup
CodeWithMeHeaderMenuAdditionalGroup
CodeWithMeHeaderMenuGroup
CodeWithMeMainGroup
CodeWithMeMainMenuGroup
CodeWithMeNavbarGroup
CodeWithMeTabActionGroup
CodeWithMeToolbarGroup
CodeWithMeToolbarGroupNewUi
CodeWithMeUsersAction
CodeWithMeUsersActionOldUi
CodeWithMeUsersGroup
CollapseAll
CollapseAllRegions
CollapseBlock
CollapseDocComments
CollapseExpandableComponent
CollapseRegion
CollapseRegionRecursively
CollapseSelection
CollapseTreeNode
CollapsiblePanel-toggle
CollectMatterhornCachesAction
CollectZippedLogs
ColoredHeaderAction
CombinedWelcomeRemdevAction
CombinedWelcomeRemdevProjectViewAction
CommentByBlockComment
CommentByLineComment
CommentGroup
CommitView.CloseWindowedFloatingTwOnCommit
CommitView.GearActions
CommitView.ShowOnDoubleClick
CommitView.ShowOnDoubleClick.EditorPreview
CommitView.ShowOnDoubleClick.Source
CommittedChanges.Clear
CommittedChanges.Details
CommittedChanges.Filter
CommittedChanges.Refresh
CommittedChanges.Revert
CommittedChangesToolbar
Compare.LastVersion
Compare.SameVersion
Compare.Selected
Compare.Specified
CompareActions
CompareClipboardWithSelection
CompareFileWithEditor
CompareTwoFiles
ConfigurationXDebuggerResumeAction
ConfigureEditorTabs
ConfigureInspectionsAction
ConfigureSoftWraps
Console.AggregateView.PopupGroup
Console.DbmsOutput
Console.EditorTableResult.Group
Console.Execute
Console.Execute.Multiline
Console.File.Resolve.Mode
Console.History.Browse
Console.History.Next
Console.History.Previous
Console.HistoryActions
Console.InEditorTableResult.Horizontal.Group
Console.InEditorTableResult.Horizontal.PreviewAndSubmit.Group
Console.InEditorTableResult.Vertical.Group
Console.Jdbc.BrowseHistory
Console.Jdbc.Cancel
Console.Jdbc.ChooseDataSource
Console.Jdbc.ChooseSchema
Console.Jdbc.ChooseSession
Console.Jdbc.Common
Console.Jdbc.Debug
Console.Jdbc.Execute
Console.Jdbc.Execute.2
Console.Jdbc.Execute.3
Console.Jdbc.ExplainAnalyse
Console.Jdbc.ExplainAnalyse.Raw
Console.Jdbc.ExplainGroup
Console.Jdbc.ExplainPlan
Console.Jdbc.ExplainPlan.Raw
Console.Jdbc.Left
Console.Jdbc.Right
Console.Jdbc.RunContextGroup
Console.Jdbc.ToggleParameters
Console.JdbcActions
Console.Migration.Show.Dialog
Console.Open
Console.SplitLine
Console.TabPopupGroup
Console.TabPopupGroup.Embedded
Console.TableResult.AddColumn
Console.TableResult.AddRow
Console.TableResult.AggregateView
Console.TableResult.AggregatorViewGroup
Console.TableResult.AutoRefresh
Console.TableResult.BuiltInExtractor.Group
Console.TableResult.CellEditor.Popup
Console.TableResult.ChangeCellEditorFileEncoding
Console.TableResult.ChangeCellEditorLanguage
Console.TableResult.ChangeColumnLanguage
Console.TableResult.ChangeIsolation
Console.TableResult.ChangePageSize
Console.TableResult.ChangeTableSample
Console.TableResult.ChooseAggregators.ScriptedGroup
Console.TableResult.ChooseExtractor
Console.TableResult.ChooseExtractor.Group
Console.TableResult.ChooseExtractor.Skip.SubGroup
Console.TableResult.ClearCell
Console.TableResult.CloneColumn
Console.TableResult.CloneRow
Console.TableResult.CloseChart
Console.TableResult.ColumnActions
Console.TableResult.ColumnDisplayTypeChange
Console.TableResult.ColumnHeaderPopup
Console.TableResult.ColumnLocalFilter
Console.TableResult.ColumnLocalFilterClearAll
Console.TableResult.ColumnLocalFilterGroup
Console.TableResult.ColumnLocalFilterToggle
Console.TableResult.ColumnLocalFilterWithCell
Console.TableResult.ColumnSortAddAsc
Console.TableResult.ColumnSortAddDesc
Console.TableResult.ColumnSortAsc
Console.TableResult.ColumnSortDesc
Console.TableResult.ColumnSortReset
Console.TableResult.ColumnSortingActions
Console.TableResult.ColumnVisibility
Console.TableResult.ColumnsList
Console.TableResult.CompareCells
Console.TableResult.CompareWith
Console.TableResult.Copy
Console.TableResult.Copy.Csv.Settings
Console.TableResult.Copy.Csv.Settings.ForExport
Console.TableResult.Copy.Csv.Settings.ForImport
Console.TableResult.CopyAggregatorResult
Console.TableResult.CopyColumnName
Console.TableResult.CopyQueryToConsole
Console.TableResult.CountRows
Console.TableResult.Csv.PreviewColumnHeaderPopup
Console.TableResult.Csv.PreviewPopupGroup
Console.TableResult.Csv.SetFirstRowIsHeader
Console.TableResult.CsvExtractors.Group
Console.TableResult.CustomizeGridFloatingToolbar
Console.TableResult.Data
Console.TableResult.Database.GoTo
Console.TableResult.DeleteColumns
Console.TableResult.DeleteRows
Console.TableResult.DisableAllAggregators
Console.TableResult.DisableGridFloatingToolbar
Console.TableResult.EditFilterCriteria
Console.TableResult.EditMaximized.Aggregates.Group
Console.TableResult.EditMaximized.ChangeType
Console.TableResult.EditMaximized.Chart.Group
Console.TableResult.EditMaximized.Chart.Group.Properties
Console.TableResult.EditMaximized.MoveToBottom
Console.TableResult.EditMaximized.MoveToRight
Console.TableResult.EditMaximized.Record.Group
Console.TableResult.EditMaximized.Record.ToggleLayout
Console.TableResult.EditMaximized.ToggleFormattedMode
Console.TableResult.EditMaximized.ToggleSoftWrap
Console.TableResult.EditMaximized.Value.ChangeType.SubGroup
Console.TableResult.EditMaximized.Value.Group
Console.TableResult.EditOrdering
Console.TableResult.EditValue
Console.TableResult.EditValueMaximized
Console.TableResult.EnableAllAggregators
Console.TableResult.ExportToClipboard
Console.TableResult.Filter.Custom
Console.TableResult.FindInGrid
Console.TableResult.FirstPage
Console.TableResult.FloatingToolbar.MoreGroup
Console.TableResult.FloatingToolbarGroup
Console.TableResult.GoTo
Console.TableResult.GoToAggregatorsScriptsDirectory
Console.TableResult.GoToExtractorsScriptsDirectory
Console.TableResult.GotoReferencedResult
Console.TableResult.GotoReferencingResult
Console.TableResult.Group
Console.TableResult.Group.Common
Console.TableResult.Group.Common.Last
Console.TableResult.Group.Secondary
Console.TableResult.Group.Secondary.Top
Console.TableResult.Header.ChangeColumnLanguage
Console.TableResult.HideColumn
Console.TableResult.HideEditMaximized
Console.TableResult.HideOtherColumns
Console.TableResult.ImportTable
Console.TableResult.Inlay.Chart
Console.TableResult.Inlay.Chart.Switch
Console.TableResult.InsertRandomUUID
Console.TableResult.LastPage
Console.TableResult.LoadFile
Console.TableResult.LoadFullCell
Console.TableResult.MaximizeEditingCell
Console.TableResult.MoveGridFloatingPaging.EditorToolbar
Console.TableResult.MoveGridFloatingPaging.GridCenter
Console.TableResult.MoveGridFloatingPaging.GridLeft
Console.TableResult.MoveGridFloatingPaging.GridRight
Console.TableResult.Navigate.Group
Console.TableResult.NavigateAction
Console.TableResult.NavigationAndEditing.ChangeSampleSize.Group
Console.TableResult.NavigationAndEditing.Group
Console.TableResult.NavigationAndEditing.JdbcCancel.Group
Console.TableResult.NavigationAndEditing.Last.Group
Console.TableResult.NextPage
Console.TableResult.OpenLocalFileAction
Console.TableResult.OpenWebUrlAction
Console.TableResult.Options
Console.TableResult.Options.Bottom
Console.TableResult.Pagination.Floating.Group
Console.TableResult.Pagination.Floating.MoreGroup
Console.TableResult.Pagination.Group
Console.TableResult.PasteFormat
Console.TableResult.PopupGroup
Console.TableResult.PopupGroup.CellActions
Console.TableResult.PopupGroup.Database
Console.TableResult.PopupGroup.Database.QuickDoc
Console.TableResult.PopupGroup.DatabaseCellActions
Console.TableResult.PopupGroup.OpenDataEditor
Console.TableResult.PopupGroup.OtherDatabaseActions
Console.TableResult.PopupGroup.Whatever
Console.TableResult.PreviewDml
Console.TableResult.PreviousPage
Console.TableResult.Reload
Console.TableResult.RenameColumn
Console.TableResult.RenameTab
Console.TableResult.ResetView
Console.TableResult.RevertSelected
Console.TableResult.SaveLobAs
Console.TableResult.ScriptedExtractors.Group
Console.TableResult.SelectRow
Console.TableResult.SetDefault
Console.TableResult.SetNull
Console.TableResult.ShowAllColumns
Console.TableResult.ShowChart
Console.TableResult.ShowDumpDialogAction
Console.TableResult.ShowDumpDialogGrid
Console.TableResult.ShowPaginationAction
Console.TableResult.ShowQuery
Console.TableResult.ShowRecordView
Console.TableResult.SkipComputedColumns
Console.TableResult.SkipGeneratedColumns
Console.TableResult.Submit
Console.TableResult.SubmitAndCommit
Console.TableResult.SwitchTo.ChartView
Console.TableResult.SwitchTo.TableView
Console.TableResult.ToggleFilterComponent
Console.TableResult.ToggleFilters
Console.TableResult.ToggleRecordView
Console.TableResult.Transpose
Console.TableResult.ViewAs
Console.TableResult.ViewAsExtractor
Console.TableResult.ViewAsTable
Console.TableResult.ViewAsTreeTable
Console.Toggle.Notebook.Mode
Console.Toggle.Shorten.Tab.Titles
Console.Transaction
Console.Transaction.Commit
Console.Transaction.RevertAndRollback
Console.Transaction.Rollback
Console.Transaction.TxSettings
ConsoleEditorPopupMenu
ConsoleView.ClearAll
ConsoleView.PopupMenu
ConsoleView.ShowAsJsonAction
ContextDebug
ContextHelp
ContextRun
ConvertIndentsGroup
ConvertIndentsToSpaces
ConvertIndentsToTabs
ConvertSchemaAction
ConvertToMacLineSeparators
ConvertToUnixLineSeparators
ConvertToWindowsLineSeparators
Copy.Paste.Special
CopyAbsolutePath
CopyAsPlainText
CopyAsRichText
CopyContentRootPath
CopyElement
CopyErrorWithStackTraceToClipboard
CopyExternalReferenceGroup
CopyFileName
CopyFileReference
CopyJoinLinkAction
CopyPathFromRepositoryRootProvider
CopyPathWithLineNumber
CopyPaths
CopyReference
CopyReferencePopupGroup
CopySettingsPath
CopySourceRootPath
CopyTBXReference
CopyUrl
Coverage
CoverageMenu
CoveragePlatformMenu
Create.Dev.Container.CloneSources
Create.Dev.Container.MountSources
CreateDesktopEntry
CreateGitHubActionFileAction
CreateGitHubWorkflowFileAction
CreateLauncherScript
CreateNewRunConfiguration
CreateRuleFromSelectionAction
CreateRunConfiguration
CreateVueSingleFileComp
CurrentLeadUnfollowAction
CustomLayoutsGroup
CustomizeMainToolbarAction
CustomizeMainToolbarGroup
CustomizeModeWidget
CustomizeUI
CutCopyPasteGroup
CypressOpen
DDL.Editor.Regenerate
DDL.Editor.Specific.StorageFile
DataViews.Settings
DataViews.Settings.Appearance
Database.EditorTabPopupMenu
Database.KeymapGroup
Database.KeymapGroup.Console.Toolbar
Database.KeymapGroup.DataEditor
Database.KeymapGroup.EditMaximized
Database.KeymapGroup.EditMaximized.Aggregates
Database.KeymapGroup.EditMaximized.Value
Database.KeymapGroup.Execution
Database.KeymapGroup.General
Database.KeymapGroup.Hidden
Database.KeymapGroup.Session
Database.KeymapGroup.TableResult
DatabaseView.AddActionGroup
DatabaseView.AddActionGroupPopup
DatabaseView.AddDataSourceFromCloud
DatabaseView.AddDataSourceFromPath
DatabaseView.AddDataSourceFromThat
DatabaseView.AddDataSourceFromUrl
DatabaseView.AddDataSourceGroup
DatabaseView.AddDataSourceHere
DatabaseView.AddDriver
DatabaseView.AddSchemasAction
DatabaseView.Alterations.CommentOnObject
DatabaseView.Alterations.DisableConstraintsAction
DatabaseView.Alterations.DropForeignKey
DatabaseView.Alterations.DropPrimaryKey
DatabaseView.Alterations.EnableConstraintsAction
DatabaseView.Alterations.ModifyGrants
DatabaseView.Alterations.RecompileAction
DatabaseView.Alterations.RefreshMatViewAction
DatabaseView.Alterations.TruncateTableAction
DatabaseView.AssignColor
DatabaseView.ClearSrcStorage
DatabaseView.Clipboard
DatabaseView.Context.Templates
DatabaseView.CopyAction
DatabaseView.CopyDdlAction
DatabaseView.CopyDdlFromDbAction
DatabaseView.CopyTable
DatabaseView.CreateDataSourceFromSettings
DatabaseView.CreateDdlMapping
DatabaseView.CreateNewFolder
DatabaseView.DataSourceCopyAction
DatabaseView.DataSourceCutAction
DatabaseView.DataSourcePasteAction
DatabaseView.Ddl.AddObject
DatabaseView.Ddl.AlterObject
DatabaseView.DdlMapping.Actions
DatabaseView.DeactivateAction
DatabaseView.DebugRoutine
DatabaseView.Diagnostic.Recorder
DatabaseView.Diagnostics
DatabaseView.Diagnostics.DumpModel
DatabaseView.Diagnostics.JdbcLog
DatabaseView.Diagnostics.PrepareIntrospectionDiagnostic
DatabaseView.Diagrams
DatabaseView.DropAction
DatabaseView.Dump.Native
DatabaseView.DumpToConfiguredSqlDataSource
DatabaseView.DumpToSqlDataSource
DatabaseView.EditExternalDataAction
DatabaseView.ExecuteRoutine
DatabaseView.Filter
DatabaseView.FilterAction
DatabaseView.FindUsagesActionGroup
